Labels,Title_Abstract
['Gastroenterology'],"Outcomes of a single-step endoscopic ultrasound-guided drainage of pancreatic-fluid collections using an electrocautery-enhanced coaxial lumen-apposing, self-expanding metal stent with and without fluoroscopy  2020 The Author(s) 2020. Published by Oxford University Press and Sixth Affiliated Hospital of Sun Yat-sen University.Background: Fluoroscopy is often used during the endoscopic drainage of pancreatic-fluid collections (PFCs). An electrocautery-enhanced coaxial lumen-apposing, self-expanding metal stent (ELAMS) facilitates a single-step procedure and may avoid the need for fluoroscopy. This study compares the treatment outcomes using ELAMS with and without fluoroscopy. Methods: Patients with PFCs who had cystogastrostomy from January 2014 to February 2017 were enrolled. Two groups were studied based on fluoroscopy use. Technical success was defined as uneventful insertion of ELAMS at time of procedure. Clinical success was defined as (i) clinical resolution of symptoms after the procedure and (ii) >75% reduction in cyst size on computed tomography 8 weeks after stent placement. Adverse events including bleeding, stent migration, and infection were recorded. Results: A total of 21 patients (13 males) had PFCs drainage with ELAMS in the study period. The mean age was 51.6 ± 14.2 years. Thirteen patients had walled-off necrosis while eight had a pancreatic pseudocyst. The mean size of the PFCs was 11.3 ± 3.3 cm. Fluoroscopy was used in seven cases (33%) and was associated with a longer procedure time compared to non-fluoroscopy (43.1 ± 10.4 vs 33.3 ± 10.5 min, P = 0.025). This association was independent of the size, location, or type of PFCs. Fluoroscopy had no effect on the technical success rates. In fluoroless procedures, the clinical resolution was 91% as compared to 71% in fluoroscopy procedures (P = 0.52) and the radiologic resolution was 57% as compared to 71% in fluoroscopy procedures (P = 0. 65). Three cases of stent migration/displacement occurred in the fluoroless procedures. Conclusions: ELAMS may avoid the need for fluoroscopy during cystogastrostomy. Procedures without fluoroscopy were significantly shorter and fluoroscopy use had no impact on the technical or clinical success rates."
"['Ecology, Evolution, Behavior and Systematics', 'Insect Science']","Revision of neorthostigma belokobylskij, 1998 (hymenoptera, braconidae, alysiinae) with description of a new species from Papua New Guinea Copyright  Francisco Javier Peris-Felipo et al. This is an open access article distributed under the terms of the Creative Commons Attribution License (CC BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.The status of the genus Neorthostigma Belokobylskij, 1998 is re-established as a result of additional morphological studies. A new species, N. braeti sp. nov., from Papua New Guinea is described and illustrated. Aspilota brachyclypeata Fischer 1978 is transferred to Neorthostigma, hence N. brachyclypeata (Fischer, 1978), comb. nov. A new synonym is suggested, Aspilota macrops Stelfox & Graham, 1951 = Neorthostigma eoum Belokobylskij, 1998, syn. nov.; A. macrops is transferred to Neorthostigma. This genus is additionally recorded in the Western Palaearctic (Norway) and Australasian (Papua New Guinea) regions for the first time. A key for the determination of the three known species of Neorthostigma is provided."
"['Artificial Intelligence', 'Computer Science Applications', 'Decision Sciences (miscellaneous)']","Neuroevolution Architecture Backbone for X-ray Object Detection  2020 IEEE.Most of the developments in Convolutional Neural Networks come from creating innovative designs in the architecture and hyperparameters. Architecture designs often grow in depth and usually outperform their predecessors. However, these deep networks are not optimized for a specific application, especially with limited datasets such as X-ray dataset. Moreover, training these networks require considerable GPU resources. YOLOv3 is an object detection network iterated to include the recent developments in the deep learning research field. Thus, it also has a deep backbone network similar to Residual Network. The developments incorporated are effective in general datasets and benchmarks but needlessly big for a specialized application. Hence, this paper proposes methods to create a suitable backbone for YOLOv3 with Neuroevolution. Neuroevolution is an optimization algorithm based on genetic algorithm, which does not require gradients to optimize. Using Neuroevolution, a small network for limited dataset can be designed without human expertise. Experimental results show that it can compete with the larger networks in terms of accuracy."
['Multidisciplinary'],"Linear parameter-varying model for a refuellable zinc-air battery: LPV model for a refuellable ZAB  2020 The Authors.Due to the increasing trend of using renewable energy, the development of an energy storage system (ESS) attracts great research interest. A zinc-air battery (ZAB) is a promising ESS due to its high capacity, low cost and high potential to support circular economy principles. However, despite ZABs' technological advancements, a generic dynamic model for a ZAB, which is a key component for effective battery management and monitoring, is still lacking. ZABs show nonlinear behaviour where the steady-state gain is strongly dependent on operating conditions. The present study aims to develop a dynamic model, being capable of predicting the nonlinear dynamic behaviour of a refuellable ZAB, using a linear parameter-varying (LPV) technique. The LPV model is constructed from a family of linear time-invariant models, where the discharge current level is used as a scheduling parameter. The developed LPV model is benchmarked against linear and nonlinear model counterparts. Herein, the LPV model performs remarkably well in capturing the nonlinear behaviour of a ZAB. It significantly outperforms the linear model. Overall, the LPV approach provides a systematic way to construct a robust dynamic model which well represents the nonlinear behaviour of a ZAB."
['Multidisciplinary'],"Combined UV-C irradiation and precursor feeding enhances mulberroside: A production in Morus alba L. cell suspension cultures  2020 Science Society of Thailand under Royal Patronage. All rights reserved.Mulberroside A is a major bioactive compound produced by Morus alba L., a medicinal plant of the family Moraceae that is used in traditional medicines and supplementary health products for various indications. In this study, cell suspension cultures of M. alba that produced mulberroside A and other phytochemicals were treated with 20 min UV-C irradiation to investigate the effect of time after UV-C treatment on levels of mulberroside A, oxyresveratrol, resveratrol, and rutin. The amount of mulberroside A produced from cell suspension cultures of M. alba that were treated with UV-C was significantly higher than the control. However, there were no significant differences in the levels of oxyresveratrol, resveratrol, and rutin. The effect of UV-C in combination with precursor feeding on phytochemical production of cell suspension cultures of M. alba was investigated. L-phenylalanine and L-tyrosine were used as precursors. The addition of 0.05 mM L-phenylalanine 5 d prior to UV-C irradiation doubled the content of mulberroside A in cell suspension cultures of M. alba as compared to the non-irradiated and untreated cells. The use of precursor feeding in combination with UV-C irradiation could be an alternative method for the production of mulberroside A in M. alba."
['Chemistry (all)'],"Oriented polysaccharide bigels from interfacial crosslinking  2020 The Chemical Society of JapanBigels consist of a relatively new group of soft materials, developed using two or more networks to achieve synergistic multifunctionalities. Covalently crosslinked bi-hydrogels from two different polysaccharides were designed by employing a two-step process of crosslinking and drying. The individual hydrogels prepared by crosslinking with divinyl sulphone (DVS), were kept together and left to dry. The evaporation preceded the pendant DVS groups on the surface of the two hydrogels to react and bind. The finally obtained fused xerogel can be stored for a long time and used on demand as an uniaxially swelling bigel. We envision the potential use of such polysaccharide hydrogels to prepare cell-gel constructs or structurally compliant tissues as sensors."
"['Information Systems', 'Atomic and Molecular Physics, and Optics', 'Engineering (all)', 'Computer Networks and Communications', 'Artificial Intelligence']","Seismic strengthening of nonductile bridge piers using low-cost glass fiber polymers  2020 Polish Academy of Sciences. All rights reserved.Several recent earthquakes have indicated that the design and construction of bridges based on former seismic design provisions are susceptible to fatal collapse triggered by the failure of reinforced concrete columns. This paper incorporates an experimental investigation into the seismic response of nonductile bridge piers strengthened with low-cost glass fiber reinforced polymers (LC-GFRP). Three full-scale bridge piers were tested under lateral cyclic loading. A control bridge pier was tested in the as-built condition and the other two bridge piers were experimentally tested after strengthening them with LC-GFRP jacketing. The LC-GFRP strengthening was performed using two different configurations. The control bridge pier showed poor seismic response with the progress of significant cracks at very low drift levels. Test results indicated the efficiency of the tested strengthening configurations to improve the performance of the strengthened bridge piers including crack pattern, yield, and ultimate cyclic load capacities, ductility ratio, dissipated energy capacity, initial stiffness degradation, and fracture mode."
"['Biomedical Engineering', 'Biomaterials', 'Medicine (miscellaneous)', 'Biochemistry (medical)']","Hyaluronic acid-based hydrogels with tobacco mosaic virus containing cell adhesive peptide induce bone repair in normal and osteoporotic rats  2020, Chinese Medical Multimedia Press Co Ltd. All rights reserved.Tobacco mosaic virus (TMV) has been studied as a multi-functional agent for bone tissue engineering. An osteo-inductive effect of wild-type TMV has been reported, as it can significantly enhance the bone differentiation potential of bone marrow stromal cells both on a two-dimensional substrate and in a three-dimensional (3D) hydrogel system. A TMV mutant (TMV-RGD1) was created which featured the adhesion peptide arginyl-glycyl-aspartic acid (RGD), the most common peptide motif responsible for cell adhesion to the extracellular matrix, on the surface of the virus particle to enhance the bio-functionality of the scaffold material. We hypothesised that the incorporation of either wild-type TMV or TMV-RGD1 in the 3D hydrogel scaffold would induce bone healing in critical size defects of the cranial segmental bone. We have previously tested the virus-functionalised scaffolds, in vitro, with a hyaluronic acid-based system as an in-situ hydrogel platform for 3D cell encapsulation, culture, and differentiation. The results of these experiments suggested the potential of the virus-functionalised hydrogel to promote in vitro stem cell differentiation. The hydrogel-forming system we employed was shown to be safe and biocompatible in vivo. Here, we further explored the physiological responses regarding bone regeneration of a calvarial defect in both normal and osteoporotic ovariectomized rat models. Our results, based on histological analysis in both animal models, suggested that both wild-type TMV and TMV-RGD1 functionalised hydrogels could accelerate bone regeneration, without systemic toxicity, evaluated by blood counts. New bone formation was intensified by the incorporation of the RGD-mutant viral particles. This finding increased the potential for use of the rod-shaped plant virus as a platform for the addition of powerful biofunctionality for tissue engineering applications. This study was approved by the Ethics Committee on Animal Use of the Zhenjiang Affiliated First People’s Hospital affiliated to Jiangsu University."
"['Epidemiology', 'Oncology', 'Public Health, Environmental and Occupational Health', 'Cancer Research']","Predictive Factors of Severe Adverse Events in Pediatric Oncologic Patients with Febrile Neutropenia  2020,Asian Pacific Journal of Cancer Prevention.All Rights Reserved.Objectives: Febrile neutropenia (FN) is severe and potentially life-threatening in oncologic patients. The objective of this study is to define the factors associated with severe adverse outcomes of pediatric FN. Methods: A retrospective and prospective descriptive study performed in pediatric patients diagnosed with FN at King Chulalongkorn Memorial Hospital from January 2013 to December 2017. Severe adverse events defined as the presence in one of these following oxygen therapies, mechanical ventilator, shock, admission to ICU, renal dysfunction, and liver dysfunction. Results: The study included 267 patients with 563 febrile neutropenia episodes. The median (range) age was 5.1 years (1 month-15 year). Among 563 febrile neutropenia episodes, 115 episodes (20%) developed severe adverse events. The FN patients were classified into low and high-risk groups, 91% of patients with severe adverse events and all 21 patients who died were in high risk group. The overall mortality rate was 3.1%. Factors associated with severe adverse events were fungal infection (aOR 6.51, 95%CI 2.29-18.56), central venous catheter insertion (aOR 4.28, 95% CI 2.51-7.29), CPG defined high risk (aOR 3.35, 95%CI 1.56-7.17), viral infection (aOR 2.72, 95%CI 1.05-7.06), lower respiratory tract infection (aOR 2.52, 95%CI 1.09-5.82) and treatment not according to CPG (aOR 2.47, 95% CI 1.51-4.03). Conclusions: Fungal and viral infection, central venous catheter insertion, lower respiratory tract infection, CPG defined high risk and treatment not according to CPG were associated factors of increased risk for severe adverse events. Our current institutional CPG for FN in children was applicable and improved clinical outcomes for this group of patients."
['Multidisciplinary'],"Predictive validity of three home fall hazard assessment tools for older adults in Thailand  2020 Lektip et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.This study aimed to examine the predictive validity of two internationally well-known instruments, the Modified Home Falls and Accidents Screening Tool (Modified HOME FAST) and the Modified Home Falls and Accidents Screening Tool-Self Report (Modified HOME FAST-SR), and the newly developed Thai Home Falls Hazard Assessment Tool (Thai-HFHAT) (69 items) in predicting falls among older Thai adults. It also aimed to examine the predictive validity of the two abbreviated versions (44 and 27 items) of the Thai-HFHAT, which were developed post hoc to accommodate older adults’ limited literacy and poor vision and to facilitate the identification of high-impact home fall hazards that are prevalent in the Thailand context. A prospective cohort study was conducted among 450 participants aged 60 years and above who were assessed by the aforementioned tools at baseline, for which data on fall incidence were then collected during the one-year follow-up. The Cox proportional hazard model was applied to estimate hazard ratios (HRs); then, Harrell’s C-statistics and receiver operating characteristic (ROC) analyses were conducted to identify the best cutoff point, sensitivity and specificity for each instrument. The results showed that the fall hazard rate was 2.04 times per 1,000 person-days. Taking into account both the predictive validity and applicability, the Thai-HFHAT (44 items) was found to be the most suitable screening tool due to its highest sensitivity and specificity (93% and 72%) at the cutoff score of 18. In conclusion, our study showed that these internationally validated home fall hazard assessment tools were quite applicable for Thailand, but further tailoring the tools into a specific local context yielded even more highly valid tools in predicting fall risk among older Thai adults. Although these findings were well reproducible by inferring from the internal validation results, further external validation in the independent population is necessary."
['Multidisciplinary'],"Successful direct-acting antiviral therapy improves circulating mucosal-associated invariant T cells in patients with chronic HCV infection Copyright:  2020 Khlaiphuengsin et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.Objectives Mucosal-associated invariant T (MAIT) cells have been shown to contribute in the pathogenesis of various liver diseases, including chronic hepatitis C virus (HCV) infection. This study was aimed at investigating the frequency, phenotype, and function of circulating MAIT cells, as well as their alterations after successful direct-acting antivirals (DAAs) in HCV-infected patients with or without HIV infection. Methods A total 85 patients (51 HCV-monoinfection and 34 HCV/HIV-coinfection), who received elbasvir/grazoprevir from a clinical trial and 20 healthy controls were included. MAIT cells in blood were characterized using flow cytometry at baseline and 24 weeks post-treatment. Results HCV-monoinfected and HCV/HIV-coinfected patients achieved similar sustained virological response rates (SVR24, 94.1% vs. 97.1%). Circulating MAIT cells in the monoinfection and coinfection groups were presented at low frequencies in comparison with healthy controls (median, 1.1% vs. 1.1% vs. 2.4%, P<0.001) and exhibited features of chronic activation and impaired functional capacity. A negative correlation between circulating MAIT cell frequency and liver stiffness assessed by magnetic resonance elastography was observed. Compared with baseline, increased in circulating MAIT cells after successful DAA therapy was mainly detected in HCV-monoinfected patients compared with HCV/HIV-coinfected individuals. Moreover, MAIT cell restoration was predominantly observed among patients with significant fibrosis to cirrhosis (F2-F4). Conclusions These data indicated that dysregulation of MAIT cells might play a role in the progression of chronic HCV infection. Partial restoration of MAIT cell frequency and function was observed after successful DAA therapy, particularly in HCV-monoinfected patients."
['Energy (all)'],"Computational fluid dynamic model of nonisothermal circulating fluidized bed riser for CO2 capture  2020 The AuthorsThe concern about the environment is the driving force to reduce the CO2 emission. The main source of CO2 emission is from the flue gas from combustion process. The K2CO3 solid sorbent in circulating fluidized bed reactor (CFB) is nominated as an efficient method for capturing CO2 in flue gas. The CFB reactor consists of two reactors including circulating fluidized bed riser (CFBR) and circulating fluidized bed downer (CFBD). The study focused on the CFBR as it was used in adsorption process. However, CO2 capture capacity is limited due to the equilibrium at the specific system temperature. This study developed the computational fluid dynamics model of the nonisothermal circulating fluidized bed riser which included effect of the cooling water tube. The simulation procedure found the suitable grid number and simulation time of 420,000 cells and 100 s, respectively. The effect of cooling water temperature on the system hydrodynamics and temperature profiles was investigated. The results showed that the CO2 capture capacity increases with the decreasing temperature of cooling water temperature."
['Energy (all)'],"A novel methodology for designing solar power purchase agreement of rooftop PVs under the behind-the-meter scheme  2020 The Author(s)With a great reduction in the cost of rooftop photovoltaic systems (PVs), many new business models of PVs and the behind-the-meter scheme (BTMS) have been launched, especially the solar power purchase agreement (SPPA). The SPPA is a model that the potential investors supply and sell the PV output power to customers with the discount rates, directly. If the excess energy supplied to the grid is allowable, the investors will get additional revenue from the reverse power. The proposed rates from the investors are practically formulated in term of the SPPA discount rates on utility's retail rate. Therefore, to convince the customers while retaining revenue of the investors, attractive and feasible SPPA discount rates should be investigated thoroughly. The proposed methodology in this paper to determine the SPPA discount rates for rooftop PVs under the SPPA and BTMS is presented. The cost optimization was developed and proposed to minimize the SPPA electricity charges while maintaining an acceptable internal rate of return (IRR). The benefit of the customers is the lower electricity charges, while the benefit of the investors is the sold power from rooftop PVs. Furthermore, with the proposed methodology, the large general service load in Thailand to assess the effect of the rate of excess energy and size of rooftop PVs. From the result, it showed that an oversized rooftop PVs will restrict the SPPA discount rates. The customers will get the higher SPPA discount rate if the rate of excess energy increases."
"['History', 'Economics and Econometrics', 'Economics, Econometrics and Finance (miscellaneous)']","Canals and Orchards: The Impact of Transport Network Access on Agricultural Productivity in Nineteenth-Century Bangkok  2020 The Economic History Association.We assess the impact of access to Bangkok's nineteenth-century canal network on orchard productivity using a new dataset constructed from 1880s orchard land deeds. We find that properties located adjacent to canals, which were built for purposes exogenous to orchard production, had significantly higher labor productivity than those located inland. Gaining direct access to canals led to productivity improvements through better access to markets, which in turn enhanced cultivators' welfare. We conclude, based on a method developed by Oster (2019), that unobserved selection bias is negligible, allowing for the positive impact of canal access to be interpreted as causal."
['Engineering (all)'],"Lateral response of cement clay interlocking brick masonry walls subjected to earthquake loads  School of Engineering, Taylor’s UniversityCement clay interlocking (CCI) bricks are frequently used for the construction of residential and low-rise commercial buildings in many developing countries. The salient features of these bricks are low price, low weight and required less use of cement mortar during construction. In the past many studies have been published on axial compression of CCI brick walls. This study aims to investigate the lateral cyclic response of CCI brick masonry walls under earthquake loading. To achieve this, a comprehensive experimental program was established in which a total number of six large-scale CCI brick masonry walls were constructed and tested under lateral cyclic loading. Different types of walls such as solid walls and walls with window openings were constructed and tested. In addition, different construction methods such as dry stacking, use of cement sand grout and steel bars were exercised to evaluate their efficiency on strength and ductility of the CCI hollow brick masonry walls. The experimental results indicate that dry stacking method is very vulnerable against lateral loading. Use of cement sand grout and steel bars is found very effective to enhance strength of CCI brick masonry walls. The damage pattern of the CCI hollow brick masonry walls with openings is observed very destructive as compared with solid walls (walls without openings)."
"['Infectious Diseases', 'Virology']","Longitudinal analysis of peripheral and colonic cd161+ cd4+ t cell dysfunction in acute hiv-1 infection and effects of early treatment initiation  2020 by the authors. Licensee MDPI, Basel, Switzerland.CD161 expression on CD4+ T cells is associated with a Th17 functional phenotype, as well as with an innate capacity to respond to interleukin (IL)-12 and IL-18 without T cell receptor (TCR) stimulation. Chronic HIV-1 infection is associated with loss of the CD161+ CD4 T cell population, and non-human primate studies suggest that their depletion is associated with disease progression. However, the dynamics of the CD161+ CD4+ T cell population during acute HIV-1 infection remains unknown. In this study, we characterize peripheral blood CD161+ CD4+ T cells in detail, and examine how they are affected during the earliest stages of HIV-1 infection. Unbiased surface proteome screening and principal component analysis indicated that CD161+ CD4+ T cells are relatively phenotypically homogeneous between donors, and are intermediates between conventional CD4 T cells and innate-like T cells. In acute untreated HIV-1 infection, the circulating CD161+ CD4+ T cell population decreased in frequency, as did absolute cell counts starting from peak viral load, with elevated levels of activation and exhaustion markers expressed throughout acute HIV-1 infection. The capacity of these cells to respond to stimulation with IL-12 and IL-18 was also reduced. Early initiation of anti-retroviral treatment (ART) during acute HIV-1 infection restored the functionality of peripheral blood CD161+ CD4+ T cells, but not their frequency. In contrast, early ART initiation prevented the decline of colonic CD161+ CD4+ T cells that otherwise started during acute infection. Furthermore, loss of peripheral and colonic CD161+ CD4+ T cells in untreated infection was associated with levels of viral load. These results suggest that acute HIV-1 infection has profound effects on the CD161+ CD4+ T cell population that could not be completely prevented by the initiation of ART."
"['Water Science and Technology', 'Ocean Engineering', 'Pollution']","Treatment of wastewater containing reactive red 239 using fenton oxidation processes with photo-assisted regeneration of fe2+ catalyst  2020 Desalination Publications. All rights reserved.The decolorization of Reactive Red 239 (RR239) dye using the Fenton method and photo-assisted Fenton oxidation (photo-Fenton) was investigated. The effects of experimental parameters including concentrations of Fenton’s reagents, pH, and light intensity on the decolorization efficiency and initial rate constant of RR239 were evaluated. As the concentration of Fenton’s reagents increased, the decolorization efficiency increased because of quick oxidation and Fe2+-consumption. At pH 3, complete decolorization of RR239 was attained in 10 min using Fe2+ and H2 O2 concentrations of 0.075 and 5 mM, respectively. Decolorization efficiency improved when using photo-assistance to regenerate Fe2+ catalyst. At 2 min, both Fenton oxidation and photo-Fenton oxidation using 9 W of UV light decolorized RR239 by 65%, but the initial rate constant was higher using 9 W photoassistance. Moreover, 18 W of UV yielded the highest RR239 decolorization of 72% at 2 min with an initial rate of 28.01 mM–1 min–1. A further increase in UV light intensity from 18 to 27 W depressed the initial rate constant. Chemical oxygen demand (COD) and total organic carbon (TOC) removals were 60% and 30%, respectively, under 18 W-assisted oxidation on Fe2+ catalyst. The energy cost of photo assistance was used to calculate the most efficient method for COD and TOC removal."
"['Health Policy', 'Public Health, Environmental and Occupational Health']","Global systematic review of cost of illness and economic evaluation studies associated with snakebite  2020 The Author(s)JoGH  2020 ISoGH Background Snakebite envenoming, a high priority Neglected Tropical Disease categorized by the World Health Organization (WHO), has been considered as a poverty-related disease that requires greater global awareness and collaboration to establish strategies that effectively decrease economic burdens. This prompts the need for a comprehensive review of the global literature that summarizes the global economic burden and a description of methodology details and their variation. This study aimed to systematically identify studies on cost of illness and economic evaluation associated with snakebites, summarize study findings, and evaluate their methods to provide recommendations for future studies. Methods We searched PubMed, EMBASE, Cochrane library, and Econlit for articles published from inception to 31 July 2019. Original articles reporting costs or full economic evaluation related with snakebites were included. The methods and reporting quality were assessed. Costs were presented in US dollars (US$) in 2018. Results Twenty-three cost of illness studies and three economic evaluation studies related to snakebites were included. Majority of studies (18/23, 78.26%) were conducted in Low- and Middle-income countries. Most cost of illness studies (82.61%) were done using hospital-based data of snakebite patients. While, four studies (17.39%) estimated costs of snakebites in communities. Five studies (21.74%) used societal perspective estimating both direct and indirect costs. Only one study (4.35%) undertook incidence-based approach to estimate lifetime costs. Only three studies (13.04%) estimated annual national economic burdens of snakebite which varied drastically from US$126 319 in Burkina Faso to US$13 802 550 in Sri Lanka. Quality of the cost of illness studies were varied and substantially under-reported. All three economic evaluation studies were cost-effectiveness analysis using decision tree model. Two of them assessed cost-effectiveness of having full access to antivenom and reported cost-effective findings. Conclusions: Economic burdens of snakebite were underestimated and not extensively studied. To accurately capture the economic burdens of snakebites at both the global and local level, hospital data should be collected along with community survey and economic burdens of snakebites should be estimated both in short-term and long-term period to incorporate the lifetime costs and productivity loss due to premature death, disability, and consequences of snakebites"
"['Biochemistry', 'Chemistry (all)', 'Chemical Engineering (all)', 'Renewable Energy, Sustainability and the Environment', 'Environmental Science (all)', 'Agricultural and Biological Sciences (all)', 'Earth and Planetary Sciences (all)']","Investigation of diclofenac toxicity on ionic regulation of plasma and Gill ATPase activity of fish  2020 World Research Association. All rights reserved.The current review is focusing on the complete changes induced by the drug in the ionic concentration of fishes. Acute and chronic contact of fish to the drug and its related compounds induced either increased or decreased concentration of ionic regulation in plasma as well as gill ATPase activity. The probable gadgets engaged in the alteration in the concentrations of the ions are discussed. In our review, fish could be a appropriate biomarker for diclofenac exposure and ATPase as exact early vital warning aquatic toxicology parameters."
['Neurology (clinical)'],"Nonbacterial Thrombotic Endocarditis Related to Adenocarcinoma of the Uterine Cervix  2020 S. Karger AG. All rights reserved.We report a 66-year-old female patient who presented with acute onset of visual loss with relative afferent pupillary defect, hemineglect, hemihypesthesia, and apraxia. Magnetic resonance imaging of the brain demonstrated different stages of ischemic stroke in different vascular territories, suggesting cardiogenic embolism. Past history was significant for advanced-stage adenocarcinoma of the uterine cervix under chemoradiation treatment. On echocardiogram, vegetation at the aortic valve was observed. With the absence of evidence of infectious endocarditis, diagnosis of nonbacterial thrombotic endocarditis was made, and the patient was treated by long-term anticoagulant. This case is unique in terms of the adenocarcinoma cell type of cervical cancer, which is uncommon and has been rarely reported to be related to nonbacterial thrombotic endocarditis."
['Energy (all)'],"Alternative liquid fuel from pyrolysis of polyethylene wax  2020 The AuthorsPolyethylene wax was investigated its possibility to be liquid fuel using non-catalytic pyrolysis process at pyrolysis temperature of 400, 450 and 500 °C. The results showed that at 450 °C pyrolysis temperature, the highest liquid product yield was 78.24 and the left part was the incondensable gas and a solid fuel. The results from the elemental analysis showed the products obtained from pyrolysis had similar components for all conditions. The carbon, hydrogen, nitrogen and oxygen contents were in the range of 76.49–86.38%, 12.99–14.77%, 4.67–6.38%, and 0.46–2.09%, respectively. The results of the chemical structure analysis by GC–MS showed that the increasing pyrolysis temperature resulted in the mainly increasing of the straight-chain paraffin but instead reducing the structure of the double bonds. The results from the fuel property analysis indicated that the specific gravity, viscosity, and heating value of pyrolysis oil were as 0.83, 2.17 cSt, and 10,939 cal/g respectively, that is consistent with the conventional diesel standards. However, the flashpoint still needs to be improved continuously."
"['Civil and Structural Engineering', 'Building and Construction', 'Computer Science Applications']","Development of bim-based quantity takeoff for light-gauge steel wall framing systems  2020 The author(s). This is an open access article distributed under the terms of the Creative Commons Attribution 4.0 International (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.Quantity takeoff based on building information modeling (BIM) is more reliable, accurate, and rapid than the traditional quantity takeoff approach. However, the quality of BIM models affects the quality of BIM-based quantity takeoff. Our research focuses on drywalls, which consist of wall framings and wall panels. If BIM models from the design phases do not contain wall framing models, contractors or sub-contractors cannot perform quantity takeoff for purchasing materials. Developing wall framing models under a tight schedule in the construction phase is time-consuming, cost-intensive, and error-prone. The increased geometries in a BIM model also slow down the software performance. Therefore, in this research, an automatic method is proposed for calculating quantities of wall framings from drywalls in a BIM model. Building elements that overlap with the drywalls are subtracted from the drywall surfaces before calculation. The quantities of wall framings are then embedded into the properties of drywall in the BIM model and hence they can be extracted directly from the BIM model. A prototype system is developed and the proposed method is validated in an actual construction project. The results of the case study showed that the prototype system took 282 s to deliver accurate quantities of wall framings with deviations of 0.11 to 0.30% when compared to a baseline, and the file size of the BIM model after applying the proposed method was increased very slightly from 47.0 MB to 47.1 MB. This research contributes to developing an approach for quantity takeoff of wall framings that are not present in a BIM model. Accurate quantities of wall framings can be obtained while the time and cost of developing wall framings for quantity takeoff can be saved. The proposed method does not increase the geometries in the BIM model; therefore, the file size of the model does not increase greatly, which stabilizes the software performance."
"['Energy Engineering and Power Technology', 'Electrical and Electronic Engineering']","A simple levelized cost of electricity for ev charging with pv and battery energy storage system: Thailand case study  2020, Institute of Advanced Engineering and Science. All rights reserved.This paper proposes the calculation of the simple levelized cost of electricity of PV and battery energy storage system for supporting the investment decision of the EV hybrid charging station. The paper introduces the problems of EV charging against the grid power system. Thus, the hybrid charging for EV is suggested. The study provides an architecture of the hybrid EV charging station along with the factor impacting the EV infrastructure for acknowledgment. The cost elements of the station are presented to address the benefits of the investment. Besides, the profit is mainly from the margin of the electricity price, therefore, this study compares the electricity cost of PV and PV equipped with a battery with the commercial on-peak electricity tariff. The results show that the charging cost contributed by PV alone has the lowest amount throughout the study period year 2020 – 2030. In contrast, the hybrid charging cost contributed by PV and battery has a higher value than the on-peak tariff during 2020 – 2025 but it is lower afterward. The result supports the feasibility of charging an EV by solar power and the hybrid power system in the future."
['Multidisciplinary'],"Happiness around the world: A combined etic-emic approach across 63 countries  2020 Public Library of Science. All rights reserved.What does it mean to be happy? The vast majority of cross-cultural studies on happiness have employed a Western-origin, or ""WEIRD"" measure of happiness that conceptualizes it as a self-centered (or ""independent""), high-arousal emotion. However, research from Eastern cultures, particularly Japan, conceptualizes happiness as including an interpersonal aspect emphasizing harmony and connectedness to others. Following a combined emicetic approach (Cheung, van de Vijver & Leong, 2011), we assessed the cross-cultural applicability of a measure of independent happiness developed in the US (Subjective Happiness Scale; Lyubomirsky & Lepper, 1999) and a measure of interdependent happiness developed in Japan (Interdependent Happiness Scale; Hitokoto & Uchida, 2015), with data from 63 countries representing 7 sociocultural regions. Results indicate that the schema of independent happiness was more coherent in more WEIRD countries. In contrast, the coherence of interdependent happiness was unrelated to a country's ""WEIRD-ness."" Reliabilities of both happiness measures were lowest in African and Middle Eastern countries, suggesting these two conceptualizations of happiness may not be globally comprehensive. Overall, while the two measures had many similar correlates and properties, the self-focused concept of independent happiness is ""WEIRD-er"" than interdependent happiness, suggesting cross-cultural researchers should attend to both conceptualizations."
