Title_Abstract
"Exponential bounds via Stein's method and exchangeable pairs  2018 Science Society of Thailand under Royal Patronage. All rights reserved..We apply Stein's method to obtain a non-uniform exponential bound for normal approximations for certain types of random variables. In particular, we establish the bound for a random variable such that its exchangeable pair coupling exists and the distance between the pair is bounded. Using our result, we obtain better bounds for a wide range of applications, such as sums of bounded independent random variables, the combinatorial central limit theorem, and the numbers of descents and inversions of a permutation."
"CU-MAC: A duty-cycle MAC protocol for internet of things in wireless sensor networks  2018, ECTI Association. All rights reserved.Nowadays ""Internet of Things"" or IoT becomes the most popular technology in the Internet system. Types of devices and sensors have been connected as a network of devices and sensors. While a wireless sensor network is a traditional network of sensors that can be considered as a beginning point of IoT systems. Currently, these sensor data are not only exchanged within a local network but also are delivered to other devices in the Internet. Consequently, well-known organizations such as IEEE, IETF, ITU-T and ISO/IET are trying to set standards for wireless sensor devices in IoT systems. The recommended standard utilizes many of internet stack standards such as CoAP, UDP and IP. However, the traditional design of WSNs is to avoid using internet protocol in the system to reduce transmission overhead and power consumption due to resource limitation. Fortunately, the current technology in both hardware and software allow the internet standard to sufficiently operate in a small sensor. In this paper, we propose a MAC protocol named CU-MAC to efficiently support IoT standard that need request-respond communication or bi-direction communication. CU-MAC uses multi-channel communication to perform continuous and bidirectional data transfer at low duty-cycle. It also has a mechanism to overcome the hidden terminal problem. We evaluated the performance of CU-MAC on both simulation and real testbed based on Contiki OS. The result shows that CU-MAC outperforms other existing MAC protocols in term of packet delivery ratio at 98.7% and requires lower duty-cycle than others to operate in the high traffic environment."
"Molecular aggregation of four modified xyloglucan models in aqueous solution  2018, Chiang Mai University. All rights reserved.Tamarind seed xyloglucan (TSX) is extracted from tamarind seeds and is one of the most useful natural polymers. It has been used as a drug carrier in drug delivery because of its non-toxicity, biodegradability, and biocompatibility. A solution of TSX can become a thermally reversible TSX hydrogel when its galactose molecules are partially removed. It was found that a galactose-removed TSX hydrogel is formed when two modified TSX chains form parallel-like structure in aqueous solution. Many molecular associations via hydrogen bonds between two modified TSX chains can promote its molecular aggregation. Moreover, it was reported that the lack of galactose molecules might be able to promote the aggregation of the β-glucan main chains through the hydrophobic interactions, resulting in the gelation. In this study, four double-chain TSX models with 50% galactose removal were used for the study of molecular aggregation in aqueous solution at its gelling temperature. Each model was built from eight monomer units of nonasaccharide (N, XLLG) and eight monomer units of heptasaccharide (H, XXXG), where G, X, and L are glucose (Glu), xylose (Xyl) substituted with glucose, and galactose (Gal) substituted with xyloglucose, respectively. The numbers of N and H are equal in all models, but the arrangements of N and H monomer units in each model are different. The simulated SAXS profiles of all models were also carried out. The roles of molecular structures, intermolecular interactions, and molecular arrangements in molecular aggregation of 50% galactose removal of two TSX chains are discussed."
"Powder injection moulding of dental ceramic brackets using water soluble binder  2018, Chiang Mai University. All rights reserved.Powder injection moulding (PIM) is one of mass production and cost effective near net shape processing, especially for small, complex-shaped components for high performance ceramic applications. Alumina has been generally known as one of the most widely used advanced ceramics due to its excellent properties such as high hardness, high strength, as well as its wear resistance and bioinertness. This work investigates PIM technique for a fabrication of alumina and zirconia toughened alumina compounds for dental ceramic brackets application. A water soluble binder system, composed of a major fraction of polyethylene glycol (PEG) and a minor fraction polyvinyl butyral (PVB), has been studied in a preparation of feedstock for PIM. Injection moulding was carried out with a homemade laboratory scale equipment. PEG can be removed rapidly by water leaching. The remaining PVB is removed by subsequent calcination and the samples were then subjected to sintering. The development of feedstock formulations and processing parameters for the powder injection moulding of ceramic brackets has been investigated. The preliminary study showed that the water soluble binder can be used for the fabrication of alumina and zirconia toughened alumina parts by PIM technique. Samples retain their shape after leaching of the PEG in water. The rate of PEG removal is also fast at the initial stage. Density and microstructure of samples depended on feedstock formulars and sintering conditions. The relationship between processing parameters, properties and microstructure of the injection moulded samples were systematically examined."
"Optimizing Clinical Trial Design to Maximize Evidence Generation in Pediatric HIV Copyright  2018 The Author(s).For HIV-infected children, formulation development, pharmacokinetic (PK) data, and evaluation of early toxicity are critical for licensing new antiretroviral drugs; direct evidence of efficacy in children may not be needed if acceptable safety and PK parameters are demonstrated in children. However, it is important to address questions where adult trial data cannot be extrapolated to children. In this fast-moving area, interventions need to be tailored to resource-limited settings where most HIV-infected children live and take account of decreasing numbers of younger HIV-infected children after successful prevention of mother-to-child HIV transmission. Innovative randomized controlled trial (RCT) designs enable several questions relevant to children’s treatment and care to be answered within the same study. We reflect on key considerations, and, with examples, discuss the relative merits of different RCT designs for addressing multiple scientific questions including parallel multi-arm RCTs, factorial RCTs, and crossover RCTs. We discuss inclusion of several populations (eg, untreated and pretreated children; children and adults) in “basket” trials; incorporation of secondary randomizations after enrollment and use of nested substudies (particularly PK and formulation acceptability) within large RCTs. We review the literature on trial designs across other disease areas in pediatrics and rare diseases and discuss their relevance for addressing questions relevant to HIV-infected children; we provide an example of a Bayesian trial design in prevention of mother-to-child HIV transmission and consider this approach for future pediatric trials. Finally, we discuss the relevance of these approaches to other areas, in particular, childhood tuberculosis and hepatitis."
"Risk factors for human papillomavirus infection and abnormal cervical cytology among perinatally human immunodeficiency virus-infected and uninfected asian youth  The Author(s) 2018.Background. Infection with high-risk human papillomavirus (HR-HPV) may be higher in perinatally human immunodeficiency virus (HIV)-infected (PHIV) than HIV-uninfected (HU) adolescents because of long-standing immune deficiency. Methods. PHIV and HU females aged 12-24 years in Thailand and Vietnam were matched by age group and lifetime sexual partners. At enrollment, blood, cervical, vaginal, anal, and oral samples were obtained for HPV-related testing. The Wilcoxon and Fisher exact tests were used for univariate and logistic regression for multivariate analyses. Results. Ninety-three PHIV and 99 HU adolescents (median age 19 [18-20] years) were enrolled (June 2013-July 2015). Among PHIV, 94% were currently receiving antiretroviral therapy, median CD4 count was 593 (392-808) cells/mm3, and 62% had a viral load <40 copies/mL. Across anogenital compartments, PHIV had higher rates of any HPV detected (80% vs 60%; P =.003) and any HR-HPV (60% vs 43%, P =.02). Higher proportions of PHIV had abnormal Pap smears (eg, atypical squamous cells of unknown significance [ASC-US], 12% vs 14%; low-grade squamous intraepithelial neoplastic lesions, 19% vs 1%). After adjusting for ever being pregnant and asymptomatic sexually transmitted infections (STI) at enrollment, PHIV were more likely to have HR-HPV than HU (odds ratio, 2.02; 95% confidence interval, 1.09-3.77; P =.03). Conclusions. Perinatal HIV infection was associated with a higher risk of HR-HPV and abnormal cervical cytology. Our results underscore the need for HPV vaccination for PHIV adolescents and for prevention and screening programs for HPV and other STIs."
"Constraints on models of scalar and vector leptoquarks decaying to a quark and a neutrino at s =13 TeV  2018 CERN.The results of a previous search by the CMS Collaboration for squarks and gluinos are reinterpreted to constrain models of leptoquark (LQ) production. The search considers jets in association with a transverse momentum imbalance, using the MT2 variable. The analysis uses proton-proton collision data at s=13 TeV, recorded with the CMS detector at the LHC in 2016 and corresponding to an integrated luminosity of 35.9 fb-1. Leptoquark pair production is considered with LQ decays to a neutrino and a top, bottom, or light quark. This reinterpretation considers higher mass values than the original CMS search to constrain both scalar and vector LQs. Limits on the cross section for LQ pair production are derived at the 95% confidence level depending on the LQ decay mode. A vector LQ decaying with a 50% branching fraction to tν, and 50% to bτ, has been proposed as part of an explanation of anomalous flavor physics results. In such a model, using only the decays to tν, LQ masses below 1530 GeV are excluded assuming the Yang-Mills case with coupling κ=1, or 1115 GeV in the minimal coupling case κ=0, placing the most stringent constraint to date from pair production of vector LQs."
"Search for vector-like T and B quark pairs in final states with leptons at √s=13 TeV  2018, The Author(s).A search is presented for pair production of heavy vector-like T and B quarks in proton-proton collisions at s=13 TeV. The data sample corresponds to an integrated luminosity of 35.9 fb−1, collected with the CMS detector at the CERN LHC in 2016. Pair production of T quarks would result in a wide range of final states, since vector-like T quarks of charge 2e/3 are predicted to decay to bW, tZ, and tH. Likewise, vector-like B quarks are predicted to decay to tW, bZ, and bH. Three channels are considered, corresponding to final states with a single lepton, two leptons with the same sign of the electric charge, or at least three leptons. The results exclude T quarks with masses below 1140–1300 GeV and B quarks with masses below 910–1240 GeV for various branching fraction combinations, extending the reach of previous CMS searches by 200–600 GeV.[Figure not available: see fulltext.]."
"Novel dual regulators of Pseudomonas aeruginosa essential for productive biofilms and virulence  2018 John Wiley & Sons LtdGene regulation network in Pseudomonas aeruginosa is complex. With a relatively large genome (6.2 Mb), there is a significant portion of genes that are proven or predicted to be transcriptional regulators. Many of these regulators have been shown to play important roles in biofilm formation and maintenance. In this study, we present a novel transcriptional regulator, PA1226, which modulates biofilm formation and virulence in P. aeruginosa. Mutation in the gene encoding this regulator abolished the ability of P. aeruginosa to produce biofilms in vitro, without any effect on the planktonic growth. This regulator is also essential for the in vivo fitness and pathogenesis in both Drosophila melanogaster and BALB/c mouse lung infection models. Transcriptome analysis revealed that PA1226 regulates many essential virulence genes/pathways, including those involved in alginate, pili, and LPS biosynthesis. Genes/operons directly regulated by PA1226 and potential binding sequences were identified via ChIP-seq. Attempts to confirm the binding sequences by electrophoretic mobility shift assay led to the discovery of a co-regulator, PA1413, via co-immunoprecipitation assay. PA1226 and PA1413 were shown to bind collaboratively to the promoter regions of their regulons. A model is proposed, summarizing our finding on this novel dual-regulation system."
"The structure-function analysis of the Mpr1 metalloprotease determinants of activity during migration of fungal cells across the blood-brain barrier  2018 Na Pombejra et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.Cryptococcal meningoencephalitis, the most common form of cryptococcosis, is caused by the opportunistic fungal pathogen, Cryptococcus neoformans. Molecular strategies used by C. neoformans to invade the central nervous system (CNS) have been the focus of several studies. Recently, the role of a novel secreted metalloprotease (Mpr1) in the pathogenicity of C. neoformans was confirmed by studies demonstrating that Mpr1 mediated the migration of fungal cells into the CNS. Given this central function, the aim here was to identify the molecular determinants of Mpr1 activity and resolve their role in the migration of cryptococci across the blood-brain barrier (BBB). The Mpr1 protein belongs to an understudied group of metalloproteases of the M36 class of fungalysins unique to fungi. They are generally synthesized as propeptides with fairly long prodomains and highly conserved regions within their catalytic core. Through structure-function analysis of Mpr1, our study identified the prodomain cleavage sites of Mpr1 and demonstrated that when mutated, the prodomain appears to remain attached to the catalytic C-terminus of Mpr1 rendering a nonfunctional Mpr1 protein and an inability for cryptococci to cross the BBB. We found that proteolytic activity of Mpr1 was dependent on the coordination of zinc with two histidine residues in the active site of Mpr1, since amino acid substitutions in the HExxH motif abolished Mpr1 proteolytic activity and prevented the migration of cryptococci across the BBB. A phylogenetic analysis of Mpr1 revealed a distinct pattern likely reflecting the neurotropic nature of C. neoformans and the specific function of Mpr1 in breaching the BBB. This study contributes to a deeper understanding of the molecular regulation of Mpr1 activity and may lead to the development of specific inhibitors that could be used to restrict fungal penetration of the CNS and thus prevent cryptococcal meningoencephalitis-related deaths."
"Constructing an academic thai plagiarism corpus for benchmarking plagiarism detection systems  2018, Universiti Kebangsaan Malaysia Press. All rights reserved.Plagiarism is a major problem in the academic world. It does not only undermine the credibility of educational institutions, but also interrupts the processes of creating knowledge in the academic community. To lessen this problem, many plagiarism detection systems have been developed to detect plagiarized texts in academic works. In this paper, we describe the design and process in creating an academic Thai plagiarism corpus. This corpus is necessary for training and testing plagiarism detection systems for Thai. In order to make this corpus a comprehensive representation of plagiarism, the data has been divided into various types based on the degree of the linguistic mechanisms used in plagiarism. Data compiled in our corpus comes through two main methods: manually created by participants and automatically generated by a program. After the corpus is created, its validity is verified by using three measurements: a measurement of similarity between suspicious texts at the character level, a measurement of similarity between suspicious texts at the word level, and a comparison of different types of data compiled in the corpus based on the similarity measured. The results of the analyses indicate that the corpus created by the proposed methods is effective in training and testing plagiarism detection systems."
"Are there maximum compatible concentrations of calcium gluconate and sodium glycerophosphate in infant parenteral nutrition solutions?  2018, Pharmainfo Publications. All rights reserved.Background: Calcium gluconate and sodium glycerophosphate (NaGP) were claimed to reduce risk of precipitation in infant parenteral nutrition (PN) solutions which contained high amounts of calcium and phosphorus. Objective: To determine the compatibility of calcium gluconate and NaGP at high concentrations in PN solutions with different amino acid concentrations and storage conditions. Methods: PN solutions consisted of 1.5-2.5% amino acid, 0-100 mM/l calcium gluconate and 0-150 mM/l NaGP in constant amounts of dextrose, sodium chloride, and magnesium sulfate. The solutions were kept under 3 conditions; 30°C for 1 d, 4°C for 1 d and 4°C for 7 d. Compatibility initially evaluated by pH measurement and visual inspection. Solutions were then measured turbidity and further observed under a light microscope for microscopic particle count test. PN solution was determined to be compatible if particle counts of three replicates were under USP criteria. Results: PN solutions containing 1.5% and 2.0% amino acid with high concentrations of calcium gluconate and NaGP showed precipitation.Fifty mM/l calcium gluconate was compatible with 150 mM/l NaGP as freshly prepared and 100 mM/l NaGP as kept in 30°C for 1 d, respectively. At any storage conditions of solutions containing 2.5% amino acid, 75 mM/l of calcium gluconate was compatible with 100 mM/l NaGP. Conclusion: The use of calcium gluconate and NaGP in PN solutions allowed high compatible concentrations of calcium and phosphorus. These organic salts should feasibly be applied in prescription and compounding of infant PN solutions."
"Cooperative corpus consultation for acquisition of adjective + preposition collocations  2018, Universiti Kebangsaan Malaysia Press. All rights reserved.Teaching collocations through corpus consultation can highlight not only linguistic patterns but also association between meaning and patterns. However, previous studies have reported learners’ problems during corpus consultation. Corpus consultation refers to learning activities in which a group of learners explore concordance lines in a corpus as to observe language patterns. It is assumed that the integration of group work into corpus consultation tends to facilitate the learning process. The study therefore investigated the effects of cooperative corpus consultation on the acquisition of L2 English adjective + preposition collocations. The participants were 74 first-year Thai undergraduate students divided into a control and an experimental group with 38 and 36 learners, respectively. The instruments were corpus-based materials and activities covering both paper-based and online activities, a pre-test and a post-test. While the control group consulted the corpus individually, the experimental group employed the cooperative corpus consultation approach before both groups took the post-test. The statistical results showed a significant difference in the pre-test and the post-test results of the experimental group, in both production and perception of the targeted collocations. The findings suggested that cooperative corpus consultation could promote discussion and cooperation in the experimental group, resulting in the acquisition of the adjective + preposition collocations."
"Search for narrow and broad dijet resonances in proton-proton collisions at √s=13 TeV and constraints on dark matter mediators and other new particles  2018, The Author(s).Searches for resonances decaying into pairs of jets are performed using proton-proton collision data collected at s=13 TeV corresponding to an integrated luminosity of up to 36 fb−1. A low-mass search, for resonances with masses between 0.6 and 1.6 TeV, is performed based on events with dijets reconstructed at the trigger level from calorimeter information. A high-mass search, for resonances with masses above 1.6 TeV, is performed using dijets reconstructed offline with a particle-flow algorithm. The dijet mass spectrum is well described by a smooth parameterization and no evidence for the production of new particles is observed. Upper limits at 95% confidence level are reported on the production cross section for narrow resonances with masses above 0.6 TeV. In the context of specific models, the limits exclude string resonances with masses below 7.7 TeV, scalar diquarks below 7.2 TeV, axigluons and colorons below 6.1 TeV, excited quarks below 6.0 TeV, color-octet scalars below 3.4 TeV, W′ bosons below 3.3 TeV, Z′ bosons below 2.7 TeV, Randall-Sundrum gravitons below 1.8 TeV and in the range 1.9 to 2.5 TeV, and dark matter mediators below 2.6 TeV. The limits on both vector and axial-vector mediators, in a simplified model of interactions between quarks and dark matter particles, are presented as functions of dark matter particle mass and coupling to quarks. Searches are also presented for broad resonances, including for the first time spin-1 resonances with intrinsic widths as large as 30% of the resonance mass. The broad resonance search improves and extends the exclusions of a dark matter mediator to larger values of its mass and coupling to quarks.[Figure not available: see fulltext.]."
"Effect of obstructive sleep apnea and its treatment of atrial fibrillation recurrence after radiofrequency catheter ablation: A meta-analysis  2018 Chinese Cochrane Center, West China Hospital of Sichuan University and John Wiley & Sons Australia, LtdBackground/objectives: Patients with obstructive sleep apnea (OSA) have an increased the risk of developing atrial fibrillation (AF). However, it remains unclear if patients with OSA carry a higher risk of recurrent AF after successful catheter ablation. This meta-analysis was conducted (1) to evaluate the association between OSA and recurrent AF after catheter ablation, and (2) to assess the effect of continuous positive airway pressure (CPAP) on the risk of recurrent AF in patients with OSA. Methods: A comprehensive literature review was conducted using MEDLINE, EMBASE, Cochrane databases from inception through July 2017 to identify studies that evaluated the risk of recurrent AF after successful catheter ablation in patients with OSA were included. Effect estimates from the individual study were extracted and combined using random-effect, generic inverse variance method of DerSimonian and Laird. Results: Seven observational studies with a total of 4572 patients AF after successful catheter ablation were enrolled. Compared to patients without OSA, the pooled OR of recurrent AF in patients with OSA was 1.70 (95% CI, 1.40-2.06, I2 = 0). Among OSA patients with AF after successful catheter ablation, the use of CPAP was significantly associated with decreased risk of recurrent AF with pooled OR of 0.28 (0.19-0.40, I2= 0). Egger's regression asymmetry test was performed and showed no publication bias for the associations of OSA and CPAP with recurrent AF. Conclusions: Our meta-analysis suggested a significant association between OSA and recurrent AF after catheter ablation. The use of CPAP in patients with OSA is associated with reduced risk of recurrent AF after catheter ablation."
"Search for resonant pair production of Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at 13 TeV  2018, The Author(s).A search for a narrow-width resonance decaying into two Higgs bosons, each decaying into a bottom quark-antiquark pair, is presented. The search is performed using proton-proton collision data corresponding to an integrated luminosity of 35.9 fb−1 at s=13 TeV recorded by the CMS detector at the LHC. No evidence for such a signal is observed. Upper limits are set on the product of the production cross section for the resonance and the branching fraction for the selected decay mode in the resonance mass range from 260 to 1200 GeV.[Figure not available: see fulltext.]."
"Outcomes of clinical practice guideline for sepsis patients in Taksin hospital  2018, Medical Association of Thailand. All rights reserved.Background: Sepsis is a serious disease with a high mortality rate. Objective: To study the effect of a Clinical Practice Guideline [CPG] on mortality for sepsis patient management in Thailand. Materials and Methods: The design was a retrospective study. The medical records of 472 severe sepsis or septic shock patients treated prior to and after the hospital sepsis CPG implementation in hospital were reviewed. Results: Four hundred seventy-two patients were eligible for enrollment. The mortality rate was statistically significant different among studied patients in pre-implementation period (43.6%) and implementation period (13.1%) (p<0.001). There was statistically higher percentage of patients who received antibiotics within the first hours of being diagnosed with sepsis in implementation period (97.9%), compared with pre-implementation period (74.2%) (p<0.001). The significant higher numbers of patients in implementation period having enough volume replacement within the first six hours of severe sepsis or septic shock diagnosis compared with in pre-implementation period, as measured by an adequate urine output (≥0.5 ml/kg/hour) (84.6% versus 73.8%) (p = 0.018), and by an adequate central venous pressure (8 to 12 mmHg) (82.4% versus 43.3%) (p<0.001). In addition, there were significant difference in the percentages of patients having a reversal of septic shock in pre-implementation and implementation period (94.8% versus 88.4%) (p = 0.02). Conclusion: An implementation of the sepsis CPG in secondary-care hospital led to increase appropriate management and decrease mortality among the severe sepsis patients."
"Prevalence of psychiatric disorders in homeless population in Bangkok, Thailand  2018, Medical Association of Thailand. All rights reserved.Objective: To find the prevalence of psychiatric disorders in the homeless population in Bangkok, Thailand Materials and Methods: In an epidemiological survey of the prevalence of psychiatric disorders in homeless individuals at Lan Khon Meaung, Sao Chingcha in Bangkok, Thailand, a probability sample of 113 homeless people were interviewed using a Mini-International Neuropsychiatric Interview [MINI]. Results: There was a high prevalence rates of psychiatric disorders among homeless people (76%). The most frequent psychiatric disorders were major depressive episode (current two weeks prevalence rate 35.7%) psychotic disorders (lifetime prevalence rate 31.0%), psychotic disorders (current two weeks prevalence rate 23%), alcohol dependence (past 12 months prevalence rate 22.1%), and major depressive episode melancholic features (current two weeks prevalence rate 19.5%). The prevalence of suicidal risk and two or more psychiatric comorbidities factors in severe psychiatric disorders group were higher than the others, with a statistical significance (p-value 0.003 and 0.001, respectively). Conclusion: Prevalence of psychiatric disorders in homeless population in Bangkok is higher among the homeless than in the general population, especially severe psychiatric disorders. An urgent need for adequate medical and psychiatric care and the development of concepts for rehabilitation should be established."
"Utilization of immunization service and predictors among under 3-year-old children in urban slums of Chanmyathazi Township, Mandalay, Myanmar  2018, Medical Association of Thailand. All rights reserved.Objective: To identify the prevalence of immunization and predictors of utilization of immunization service among under-3-year-old children in urban slums of Chanmyathazi Township, Mandalay. The outcome variables used for the present study were whether the child received complete types of EPI immunization, immunization with timeliness and utilization of immunization service. Materials and Methods: A cross-sectional community surveys by using cluster sampling was applied to select 429 primary caregivers of under-3-year-old children. Face to face interview was conducted using four parts of structured questionnaire. Chi-square test and multiple logistic regression were performed to examine factors associated with utilization of immunization. Results: The prevalence of the children with complete and partial type of immunization according to national schedule were 24.1% and 64.8%, respectively, whereas 11.1% of them were never immunized. Regarding timeliness, 26.5% of the immunized children had the timely vaccinations, while about three-quarters (73.5%) had delayed immunization. In terms of utilization of immunization status, 23% of the caregiver utilized the service with quality immunization and 77% of them did not utilize the service. In multiple logistic regression analysis, child age (AOR 3.49, 95% CI 1.63 to 7.50), income (AOR 6.36, 95% CI 2.35 to 17.18), migration status (AOR 3.28, 95% CI 1.05 to 10.29), ANC visit (AOR 4.77, 95% CI 1.55 to 14.67), receiving additional vaccine (AOR 6.27, 95% CI 2.72 to 14.44), and having immunization card (AOR 3.15, 95% CI 1.33 to 7.46) were significantly predicted for the utilization of the immunization service (p-value <0.05). Conclusion: This study found that a comprehensive maternal and child health care system that promote ANC together with immunization uptake and health promotion programs on additional vaccine for preventable diseases such as Rotavirus infection and Japanese encephalitis in the community level is needed. Using appropriate software to keep health records in form of electronic registration for slum migrants is also needed."
"Minimal invasive posterior cervical laminoforaminotomy for treatment of degenerative cervical radiculopathy: A technical report and review of the literatures  2018, Medical Association of Thailand. All rights reserved.Posterior cervical laminoforaminotomy is a surgical procedure used for treating cervical radiculopathy. The procedure with its minimally invasive, non-fusion surgical technique has gained much in popularity over recent years. The aims of the present study were to reveal indications, contraindications, surgical technique, clinical results, and complications of posterior cervical foraminotomy for treating degenerative cervical radiculopathy."
"Reintubation in the post-anesthesia care unit [PACU] from the first 2,000 incidents: Perioperative and anesthetic adverse events in Thailand [PAAd Thai] study  2018, Medical Association of Thailand. All rights reserved.Objective: To investigate anesthesia-related adverse events focusing on reintubation in the post-anesthesia care unit [PACU] from the Perioperative and Anesthetic Adverse Events in Thailand [PAAd Thai] Study hosted by the Royal College of Anesthesiologists of Thailand. Materials and Methods: All relevant incident reports of reintubation that occurred in the PACU out of the first 2,000 incident reports from 22 hospitals between January 1 and December 31, 2015 were reviewed by three senior anesthesiologists. Any disagreement was solved by consensus after discussion. Descriptive statistics was used. Results: There were 107 incident reports of reintubation from the 221 incidents occurring in the PACU. Forty-nine patients (45.9%) and 11 patients (10.3%) were patients with age over 60 years and younger than 10 years. Sixty-four (59.8%) cases were ASA physical status 3 and 4 while higher risk were patients in general, orthopedic, neurological, obstetric & gynecological and urological surgeries. Two-thirds of incidents occurred in service-based hospitals and in emergency condition. Usage of neuromuscular blocking agents (83.9%), midazolam (17.8%), morphine (28%), and fentanyl (73.8%) were considered as anesthesia related factors. Fifty-one percent of patients receiving non-depolarizing muscle relaxant were extubated without reversal agents. Respiratory physiologic changes, particularly oxygen desaturation (37.4%), unplanned ICU admission (33.6%), and prolonged ventilatory support (31.8%) were common outcomes. After reviewing all incidents, patients (66.4%), anesthetic (74.8%), and knowledge-based error (57.9%) were common factors while 52.3% of cases were considered as preventable. Conclusion: Incidence of reintubation in the PACU dramatically decreased over a decade. Contribution factors were human factors (inappropriate decision making, inadequate preanesthetic evaluation, and inexperience). Factor minimizing incidents were vigilance and having experience. Suggested strategies are improvement of supervision, quality assurance activity, practice guidelines, additional training, and improvement of communication."
"Long-term clinical and histological evaluation of PoreSkin: A human acellular dermal matrix in burn scars, a descriptive clinical study  2018, Medical Association of Thailand. All rights reserved.Background: PoreSkin, a first and only human acellular dermal matrix [hADM] developed in Thailand, has been reported to have a satisfactory engraftment rate without any signs of rejection or any other complications in the treatment of burn scars. Although a previous study had demonstrated the favorable short-term clinical results, the long-term clinical, and histological results should be evaluated. Objective: To assess the long-term clinical and histological results in burn scars treated with PoreSkin for more than 18 months. Materials and Methods: Ten patients with burn scar deformities had been treated with PoreSkin placement and subsequent delayed thin split-thickness skin grafting for more than 18 months were enrolled in the present study. Percentage of scar contraction was measured using the standard graph paper technique. Vancouver scar scale was used to evaluate the improvement of the scar quality. Punch biopsy specimens from the grafted area were taken for light and electron microscopic examination. Results: After 18 months, the mean contraction percentage of the area treated with PoreSkin and subsequent delayed thin split-thickness skin grafting is 44.6% (22.8% to 55.9%). Scar quality is significantly improved according to Vancouver scar scale. Histological finding showed no inflammatory cells, normal capillary formation, increased fibroblast, and collagen proliferation; however, most of them were in disorganized pattern. Conclusion: The long-term result of PoreSkin reconstruction as a dermal substitute showed significant improvements in grafted area scar quality. Substantial area of contraction had occurred. Normal capillary formation was identified. Increased fibroblast and collagen proliferation although in disorganized arrangement were presented in all specimens. No inflammatory cell was found."
"Unraveling the structural and molecular properties of 34-residue levans with various branching degrees by replica exchange molecular dynamics simulations  2018 Chunsrivirot et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.Levan has various potential applications in the pharmaceutical and food industries, such as cholesterol-lowering agents and prebiotics, due to its beneficial properties, which depend on its length and branching degree. A previous study also found that the branching degree of levan affected anti-tumor activities against SNU-1 and HepG2 tumor cell lines. Despite its promising potential, the properties of levans with different branching degrees are not well understood at the molecular level. In two models of the generalized Born implicit solvent (GBHCT and GBOBC1), we employed replica-exchange molecular dynamics simulations to explore conformational spaces of 34-residue levans (L34) with branching degrees of zero (LFO34B0), one (LFO34B1), three (LFO34B3) and five (LFO34B5), as well as to elucidate their structural and molecular properties. To ensure a fair comparison of the effects of branching degree on these properties, we focused on analyzing the properties of the central 21-resi-due of the main chains of all systems. Our results show that all major representative conformations tend to form helix-like structures with kinks, where two-kink helix-like structures have the highest population. As branching degree increases, the population of helix-like structures with zero or one kink tends to increase slightly. As the number of kinks in the structures with the same branching degree increases, the average values of the lengths and angles among centers of masses of three consecutive turns of residue i, i+3, and i+6 tended to decrease. Due to its highest occurring frequencies, the O6 (i)—H3O (i+1) hydrogen bond could be important for helix-like structure formation. Moreover, hydrogen bonds forming among the branching residue (br), branching position (bp) and other residues of L34B1, L34B3 and L34B5 were identified. The O1(bp)—H3O(br), O1(br)—H3O(br) and O5(br)—H1O(br) hydrogen bonds were found in the first-, second- and third-highest occurrence frequencies, respectively. Our study provides novel and important insights into conformational spaces and the structural and molecular properties of 34-residue levans with various branching degrees, which tend to form helix-like structures with kinks."
"The association of PNPLA3, COX-2 and DHCR7 polymorphisms with advanced liver fibrosis in patients with HCV mono- infection and HCV/HIV co-infection  2018 Asian Pacific Organization for Cancer Prevention.There is increasing evidence that host genetic variations may influence the natural history of chronic hepatitis C virus (HCV) infection. The aim of this study was to determine the association between single nucleotide polymorphisms (SNPs) of PNPLA3 (rs738409), COX-2 (rs689465) and DHCR7 (rs12785878) and advanced liver fibrosis in Thai patients. A total of 220 patients with HCV mono-infection, 200 patients with HCV/HIV co-infection and 200 healthy controls were enrolled. The SNPs were detected by allelic discrimination using real-time PCR with TaqMan probes. Liver stiffness measurement (LSM) was assessed by transient elastography. Our results showed that the distribution of the studied SNPs were not significantly different between the HCV mono- and co-infected groups. The frequencies AG and GG genotypes of rs689465 and GG genotype of rs12785878 were less commonly found in the HCV mono- and co-infected groups compare with healthy controls (P < 0.01). Among patients with HCV infection, older age, HIV co-infection, GG genotype of rs738409 and GG genotype of rs689465 were independently associated with advanced liver fibrosis (LSM=9.5 kPa) in multivariate analysis. Moreover, the percentage of patients with advanced liver fibrosis increased significantly along with the accumulated numbers of these risk genotypes. In conclusion, PNPLA3 (rs738409) and COX-2 (rs689465) polymorphisms were associated with advanced liver fibrosis in patients with HCV mono- and co-infection, suggesting that these variants might play an important role in progressive liver fibrosis in these patients."
