Labels,Title_Abstract
['Geriatrics and Gerontology'],"Association of Phenotypic Aging Marker with comorbidities, frailty and inflammatory markers in people living with HIV  2022, The Author(s).Background: Aging characteristics in people living with HIV (PLWH) are heterogeneous, and the identification of risk factors associated with aging-related comorbidities such as neurocognitive impairment (NCI) and frailty is important. We evaluated predictors of novel aging markers, phenotypic age (PhenoAge) and phenotypic age acceleration (PAA) and their association with comorbidities, frailty, and NCI. Methods: In a cohort of PLWH and age- and sex-matched HIV-negative controls, we calculated PhenoAge using chronological age and 9 biomarkers from complete blood counts, inflammatory, metabolic-, liver- and kidney-related parameters. PAA was calculated as the difference between chronological age and PhenoAge. Multivariate logistic regression models were used to identify the factors associated with higher (>median) PAA. Area under the receiver operating characteristics curve (AUROC) was used to assess model discrimination for frailty. Results: Among 333 PLWH and 102 HIV-negative controls (38% female), the median phenotypic age (49.4 vs. 48.5 years, p = 0.54) and PAA (− 6.7 vs. -7.5, p = 0.24) was slightly higher and PAA slightly less in PLWH although this did not reach statistical significance. In multivariate analysis, male sex (adjusted odds ratio = 1.68 [95%CI = 1.03–2.73]), current smoking (2.74 [1.30–5.79]), diabetes mellitus (2.97 [1.48–5.99]), hypertension (1.67 [1.02–2.72]), frailty (3.82 [1.33–10.93]), and higher IL-6 levels (1.09 [1.04–1.15]), but not HIV status and NCI, were independently associated with higher PAA. PhenoAge marker discriminated frailty better than chronological age alone (AUROC: 0.75 [0.66–0.85] vs. 0.65 [0.55–0.77], p = 0.04). In the analysis restricted to PLWH, PhenoAge alone predicted frailty better than chronological age alone (AUROC: 0.7412 vs. 0.6499, P = 0.09) and VACS index (AUROC: 0.7412 vs. 0.6811, P = 0.34) despite not statistically significant. Conclusions: While PLWH did not appear to have accelerated aging in our cohort, the phenotypic aging marker was significantly associated with systemic inflammation, frailty, and cardiovascular disease risk factors. This simple aging marker could be useful to identify high-risk PLWH within a similar chronological age group."
['Multidisciplinary'],"Enhancing impact resistance and biodegradability of PHBV by melt blending with ENR  2022, The Author(s).This research aims to enhance the mechanical characteristics of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBV) by using epoxidized natural rubber (ENR-25 and ENR-50) as a toughening agent and polybutadiene (PB) grafted with maleic anhydride (MA) (3 MA groups/chain) as a compatibilizer. The PHBV/ENR blends were mixed in 100/0, 90/10, 80/20, and 70/30 with PB-g-MA at 0, 5, and 10% (wt./wt.), using an internal mixer set to 175 °C with a rotor speed of 50 rpm. The findings indicated that at 70/30 PHBV/ENR composition, the impact strength of the blends with 25 and 50 epoxide contents were the greatest at 6.92 ± 0.35 J m−1 and 7.33 ± 1.19 J m−1, respectively, which are about two times greater than that of neat PHBV. Furthermore, the biodegradability of the PHBV/ENR blends was more substantial than that of neat PHBV, showing a mass reduction of approximately 40% and 45% for PHBV/ENR-25 and PHBV/ENR-50, respectively. In comparison, while the mass loss of PHBV was approximately 37% after three months of soil burial. The results indicate that ENR improves the toughness of the blends while simultaneously increasing PHBV degradation, which could pave the way for broadening PHBV for sustainability purposes."
"['Ecology, Evolution, Behavior and Systematics', 'Genetics', 'Health Informatics']","Metagenomic analysis of viral genes integrated in whole genome sequencing data of Thai patients with Brugada syndrome  2022, Korea Genome Organization. All rights reserved.Brugada syndrome (BS) is an autosomal dominant inheritance cardiac arrhythmia disorder associated with sudden death in young adults. Thailand has the highest prevalence of BS world-wide, and over 60% of patients with BS still have unclear disease etiology. Here, we performed a new viral metagenome analysis pipeline called VIRIN and validated it with whole genome sequencing (WGS) data of HeLa cell lines and hepatocellular carcinoma. Then the VIRIN pipeline was applied to identify viral integration positions from unmapped WGS data of Thai males, in-cluding 100 BS patients (case) and 100 controls. Even though the sample preparation had no viral enrichment step, we can identify several virus genes from our analysis pipeline. The pre-dominance of human endogenous retrovirus K (HERV-K) viruses was found in both cases and controls by blastn and blastx analysis. This study is the first report on the full-length HERV-K assembled genomes in the Thai population. Furthermore, the HERV-K integration breakpoint positions were validated and compared between the case and control datasets. Interestingly, Brugada cases contained HERV-K integration breakpoints at promoters five times more often than controls. Overall, the highlight of this study is the BS-specific HERV-K breakpoint positions that were found at the gene coding region ""NBPF11"" (n = 9), ""NBPF12"" (n = 8) and long non-coding RNA (lncRNA) ""PCAT14"" (n = 4) region. The genes and the lncRNA have been re-ported to be associated with congenital heart and arterial diseases. These findings provide an-other aspect of the BS etiology associated with viral genome integrations within the human genome."
['Critical Care and Intensive Care Medicine'],"Changing epidemiology of acute kidney injury in critically ill patients with COVID-19: a prospective cohort  2022, The Author(s).Background: Acute kidney injury (AKI) is common in critically ill patients with coronavirus disease-19 (COVID-19). We aimed to explore the changes in AKI epidemiology between the first and the second COVID wave in the United Kingdom (UK). Methods: This was an observational study of critically ill adult patients with COVID-19 in an expanded tertiary care intensive care unit (ICU) in London, UK. Baseline characteristics, organ support, COVID-19 treatments, and patient and kidney outcomes up to 90 days after discharge from hospital were compared. Results: A total of 772 patients were included in the final analysis (68% male, mean age 56 ± 13.6). Compared with wave 1, patients in wave 2 were older, had higher body mass index and clinical frailty score, but lower baseline serum creatinine and C-reactive protein (CRP). The proportion of patients receiving invasive mechanical ventilation (MV) on ICU admission was lower in wave 2 (61% vs 80%; p < 0.001). AKI incidence within 14 days of ICU admission was 76% in wave 1 and 51% in wave 2 (p < 0.001); in wave 1, 32% received KRT compared with 13% in wave 2 (p < 0.001). Patients in wave 2 had significantly lower daily cumulative fluid balance (FB) than in wave 1. Fewer patients were dialysis dependent at 90 days in wave 2 (1% vs. 4%; p < 0.001). Conclusions: In critically ill adult patients admitted to ICU with COVID-19, the risk of AKI and receipt of KRT significantly declined in the second wave. The trend was associated with less MV, lower PEEP and lower cumulative FB. Trial registration: NCT04445259."
['Multidisciplinary'],"Social mindfulness predicts concern for nature and immigrants across 36 nations  2022, The Author(s).People cooperate every day in ways that range from largescale contributions that mitigate climate change to simple actions such as leaving another individual with choice – known as social mindfulness. It is not yet clear whether and how these complex and more simple forms of cooperation relate. Prior work has found that countries with individuals who made more socially mindful choices were linked to a higher country environmental performance – a proxy for complex cooperation. Here we replicated this initial finding in 41 samples around the world, demonstrating the robustness of the association between social mindfulness and environmental performance, and substantially built on it to show this relationship extended to a wide range of complex cooperative indices, tied closely to many current societal issues. We found that greater social mindfulness expressed by an individual was related to living in countries with more social capital, more community participation and reduced prejudice towards immigrants. Our findings speak to the symbiotic relationship between simple and more complex forms of cooperation in societies."
['Medicine (all)'],"Genetic diagnosis for adult patients at a genetic clinic  2022 Rojnueangnit et al.; Published by Cold Spring Harbor Laboratory Press.Clinical utility of genetic testing has rapidly increased in the past decade to identify the definitive diagnosis, etiology, and specific management. The majority of patients receiving testing are children. There are several barriers for genetic tests in adult patients; barriers may arise from either patients or clinicians. Our study aims to realize the detection rate and the benefits of genetic tests in adults. We conducted a prospective study of 10 adult patients who were referred to a genetic clinic. Exome sequencing (ES) was pursued in all cases, and chromosomal microarray (CMA) was performed for six cases. Our result is impressive; six cases (60%) received likely pathogenic and pathogenic variants. Four definitive diagnosis cases had known pathogenic variants in KCNJ2, TGFBR1, SCN1A, and FBN1, whereas another two cases revealed novel likely pathogenic and pathogenic variants in GNB1 and DNAH9. Our study demonstrates the success in genetic diagnosis in adult patients: four cases with definitive, two cases with possible, and one case with partial diagnosis. The advantage of diagnosis is beyond obtaining the diagnosis itself, but also relieving any doubt for the patient regarding any previous questionable diagnosis, guide for management, and recurrence risk in their children or family members. Therefore, this supports the value of genetic testing in adult patients."
"['Health Policy', 'Public Health, Environmental and Occupational Health']","Living Safely With Bats: Lessons in Developing and Sharing a Global One Health Educational Resource  Martinez et al. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are properly cited. To view a copy of the license, visit https://creativecommons.org/licenses/by/4.0/.As part of a public health behavior change and communication strategy related to the identification of a novel ebolavirus in bats in Sierra Leone in 2016, a consortium of experts launched an effort to create a widely accessible resource for community awareness and education on reducing disease risk. The resulting picture book, Living Safely With Bats, includes technical content developed by a consortium of experts in public health, animal health, conservation, bats, and disease ecology from 30 countries. The book has now been adapted, translated, and used in more than 20 countries in Africa and Asia. We review the processes used to integrate feedback from local stakeholders and multidisciplinary experts. We also provide recommendations for One Health and other practitioners who choose to pursue the development and evaluation of this or similar zoonotic disease risk mitigation tools."
['Veterinary (all)'],"Impact of serum C-reactive protein level as a biomarker of cancer dissemination in canine lymphoid neoplasia Manachai, et al.Background and Aim: C-reactive protein (CRP) is a highly sensitive but non-specific acute phase protein that has been widely used to predict the biological behavior of patients with cancer. This study aimed to examine the significance of the serum CRP biomarker in predicting the prognosis of dogs with lymphoma. Materials and Methods: Blood samples (5 mL) were collected from 34 lymphoma dogs and control healthy dogs. Canine lymphoma clinical staging was classified using the World Health Organization (WHO) criteria. All lymphoma dogs were reclassified into two groups based on the disease stage. Stages IV and V were designated as advanced stages, and Stages I–III were designated as other stages. The serum CRP level was then determined using a commercial canine CRP fluorescent immunoassay kit and routine hematological and biochemical analyses. C-reactive protein levels, circulating inflammatory parameters, such as neutrophil-to-lymphocyte ratio, lymphocyte-to-monocyte ratio, and platelet-to-lymphocyte ratio, and albumin levels were compared between advanced stages (IV and V) and Stages I to III using Mann–Whitney U tests. Receiver operating characteristic (ROC) curves were also generated to determine the cutoff value, diagnostic sensitivity, and specificity of the CRP level. Results: A prospective study identified 34 dogs recently diagnosed with canine lymphoma. C-reactive protein levels were significantly higher in lymphoma dogs in advanced stages (IV and V) than in lymphoma dogs in Stages I–III. According to the ROC curve analysis, a CRP cutoff level of 54.1 mg/L indicates advanced-stage canine lymphoma, which can be used as a biomarker to predict cancer dissemination. Conclusion: Serum CRP concentrations can assist clinical decision-making on the WHO stage in lymphoma dogs in clinical applications. The limitations of this study include a small number of lymphomas and no survival analysis."
"['Computer Science (miscellaneous)', 'Geography, Planning and Development', 'Renewable Energy, Sustainability and the Environment', 'Building and Construction', 'Environmental Science (miscellaneous)', 'Energy Engineering and Power Technology', 'Hardware and Architecture', 'Computer Networks and Communications', 'Management, Monitoring, Policy and Law']","Thermal Comfort Improvement with Passive Design Strategies in Child Development Centers in Thailand  2022 by the authors.Child Development Centers (CDCs) in Thailand are developed from the same national standard building plan across the country. Due to hot weather conditions, low-cost building materials, and a failure to consider the specific surrounding conditions of each case, thermal discomfort results. This study focuses on an improvement in the thermal comfort of a pilot CDC building in Maha Sarakham province, Thailand. Three CIBSE TM52 model criteria were applied to assess the level of overheating in the CDC building. The IESVE simulation tool was employed to assess the improvement from using passive design strategies (such as orientation, solar protection, thermal insulation, and ventilation). The results showed that passive design strategies could improve the overall thermal comfort of the CDC building. Thermal insulation, especially roof insulation, was the key element in reducing overheating in the building. A fully insulated building with shading devices and a night-time only window-opening pattern could meet the three targeted overheating criteria. Although the limitations of using the CIBSE TM52 model in hot and humid regions have been identified, these findings can be used as an exemplar of passive design strategy integration for other CDC buildings across the country."
['Veterinary (all)'],"The reversible effects of gossypol toxicity on male pigeons’ reproductive performance Wannaratana, et al.Background and Aim: Gossypol, a cotton seed derivative, is well known for its reversible antifertility in male reproduction across species. Its antifertility and reversibility effects on male reproductive function vary among species in dose-and time-dependent manners. In this study, the antifertility potential of gossypol in pigeons was evaluated for the first time to determine whether it might be used as a dietary supplement for pigeon population control. Materials and Methods: Male pigeons were assigned into three experimental groups: The gossypol-treated group (n = 12), the sham control group (n = 6), and the negative control group (n = 6). There were two experimental periods: A gossypol-feeding period of 28 days and a gossypol-free period of 28 days. During the gossypol-feeding period, birds in the gossypol-treated group were fed 4 mg of gossypol extract per day. Birds in the sham control group were fed 0.5 mL of mixed ethanol and sunflower oil, while those in the negative control group were fed 0.5 mL of phosphate buffer saline. After the gossypol-feeding phase was completed, all remaining pigeons in all groups continued to receive their regular diet for an additional 28 days (gossypol-free phase). The body weight and semen quality of the birds in the experimental groups were compared to evaluate gossypol’s antifertility effect. Results: In the gossypol-treated group as compared to the control groups, the percentages of sperm motility and viability were significantly lower at 21 days, and the percentage of normal sperm morphology was significantly lower at 28 days during the gossypol-feeding period. After gossypol withdrawal, these antifertility effects were resumed and reached a comparable semen quality to the control groups within 14 days. Conclusion: Gossypol supplementation (4 mg/day for 28 days) could lower male pigeons’ reproductive performance in terms of sperm motility, viability, and sperm morphology. Such infertility was, however, reversible within 14 days after gossypol withdrawal without any side effects on the pigeons, suggesting its application as a safe contraceptive feeding for male pigeons."
"['Civil and Structural Engineering', 'Water Science and Technology', 'Ocean Engineering']","Heavy Metal Contamination and Ecological Risk Assessment in the Sediment Cores of the Wetlands in Southern Thailand  2022 by the authors.The concentration and distribution of trace metals were determined in sediment cores from the Khuan Khi Sian wetland, Thailand. The sediment cores were collected from seven stations in the dry and wet seasons in 2022. The concentration of Pb, As, and Cd in the dry season were in the range 0.00–60.16, 0.00–6.68, and 0.00–0.92 mg/kg (dry weight), respectively. Meanwhile, the concentration of Pb, As, and Cd in the wet season were in the range 0.00–12.12, 0.00–3.86, and 0.00–0.92 mg/kg (dry weight), respectively. The vertical profiles of metal concentrations in core sediment show a general increase from bottom to top. Average concentrations of heavy metals in the sediments of the Khuan Khi Sian wetland are found to be lower than the sediment quality guideline. In the sediment cores, only As in the dry season exceeded the U.S. EPA standard. The calculated enrichment factor (EF) and the geoaccumulation index (Igeo) indicate that the sediments were moderately polluted with As in some locations. According to the Ri analysis, Pb was low risk but the criteria of ecological risk of As and Cd are considerable and they are considered high risk. This is potentially due to agricultural activities and land use around the wetland areas and municipalities. The concentration of As and Cd should be of concern and subject to regular monitoring."
"['Computer Science (miscellaneous)', 'Geography, Planning and Development', 'Renewable Energy, Sustainability and the Environment', 'Environmental Science (miscellaneous)', 'Energy Engineering and Power Technology', 'Hardware and Architecture', 'Computer Networks and Communications', 'Management, Monitoring, Policy and Law']","Estimating the Generation of Discarded Mobile Phones and Highlighting Areas for Recycling Precious Metals from Printed Circuit Boards in Thailand  2022 by the authors.Over the last decade, Thailand imported approximately 21 million units of new mobile phones every year, equivalent to 262 million. While technology changes, consumers want the newest model to serve their lifestyle. These discarded mobile phones will be a challenging issue for waste management systems because of the metals in mobile phones, especially in printed circuit boards (PCBs). Sufficient and sustainable management is needed to maximize the benefits of recycling metals and minimize potential risks to public health. This study aims to estimate the possible range of DMP generation in Thailand (2012–2021) with the Approximation 2, Simple Delay, and Time Step methods using the government published data and a literature review. The results show that the discarded mobile phones ranged from approximately 1700 to 2500 tons/year, equivalent to 0.027 to 0.038 kg/year/capita over the last ten years. In 2021, more than half of the total mobile phone waste generated in the northeastern and central areas of Thailand was around 468.73 and 325.14 tons/year, respectively. Additionally, 1.28 tons of precious metals (Ag, Au), 5.33 tons of rare earth elements, and 7.26 tons of toxic metals (As, Cd, Cr, Pb) can be found in the PCB waste of DMPs."
"['Bioengineering', 'Biomaterials', 'Organic Chemistry', 'Polymers and Plastics']","PEG Reinforced Scaffold Promotes Uniform Distribution of Human MSC-Created Cartilage Matrix  2022 by the authors.Previously, we used a gelatin/hyaluronic acid (GH)-based scaffold to induce chondrogenic differentiation of human bone marrow-derived mesenchymal stromal cells (hBMSC). The results showed that hBMSCs underwent robust chondrogenesis and facilitated in vivo cartilage regeneration. However, it was noticed that the GH scaffolds display a compressive modulus that is markedly lower than native cartilage. In this study, we aimed to enhance the mechanical strength of GH scaffolds without significantly impairing their chondrosupportive property. Specifically, polyethylene glycol diacrylate (PEGDA) and photoinitiators were infiltrated into pre-formed hBMSC-laden GH scaffolds and then photo-crosslinked. Results showed that infiltration of PEG at the beginning of chondrogenesis significantly increased the deposition of glycosaminoglycans (GAGs) in the central area of the scaffold. To explore the mechanism, we compared the cell migration and proliferation in the margin and central areas of GH and PEG-infiltrated GH scaffolds (GH+PEG). Limited cell migration was noticed in both groups, but more proliferating cells were observed in GH than in GH+PEG. Lastly, the in vitro repairing study with bovine cartilage explants showed that PEG- impregnated scaffolds integrated well with host tissues. These results indicate that PEG-GH hybrid scaffolds, created through infiltrating PEG into pre-formed GH scaffolds, display good integration capacity and represent a new tool for the repair of chondral injury."
"['Surfaces and Interfaces', 'Surfaces, Coatings and Films', 'Materials Chemistry']","Influence of Annealing on the Microstructure and Mechanical Properties of Ni-W/Boron Composite Coatings  2022 by the authors.Ni-W/boron composite coatings are deposited from an ammonia citrate bath with a boron particle suspension. The effect of the boron incorporation into the Ni-W alloy coating and subsequent heat treatment of the deposits on the microstructure and properties of the Ni-W/boron coatings have been investigated. The boron particles can be uniformly dispersed in the Ni-W alloy, which can lead to an enhancement in the wear performance and hardness of the coatings. The XRD results show that a new Ni4W phase can be formed, especially at heat treatment temperatures beyond 400 °C. The grain size of the deposits is smaller than 10 nm with heat treatment temperatures lower than 600 °C and increases with the heat treatment temperature increasing. The higher temperature will significantly cause the grain coarsening (25.8 nm at 700 °C). Furthermore, the hardness and wear resistance increase with the formation of the Ni4W phase and the inverse Hall–Petch relationship at the lower heat treatment temperatures (<600 °C). While the grain coarsening causes the hardness of the deposits to decrease at the temperature of 700 °C."
['Pharmaceutical Science'],"Enhanced Nasal Deposition and Anti-Coronavirus Effect of Favipiravir-Loaded Mucoadhesive Chitosan–Alginate Nanoparticles  2022 by the authors.Favipiravir (FVR) is a repurposed antiviral drug for treating mild to moderate cases of the novel coronavirus disease 2019 (COVID-19). However, its poor solubility and permeability limit its clinical efficacy. To overcome its physicochemical and pharmacokinetic limitations, we statistically designed a mucoadhesive chitosan–alginate nanoparticles (MCS-ALG-NPs) as a new carrier for FVR using response surface methodology, which provided suitable characteristics for transmucosal delivery. The use of mucoadhesive polymers for intranasal administration promotes the residence time and contact of FVR in the mucus membrane. The optimized FVR-MCS-ALG-NPs demonstrated superior mucoadhesion, higher permeation and deposition in the nasal mucosa, and a significant increase in the inhibition of viral replication over 35-fold compared with free FVR. The overall results suggest that MCS-ALG-NPs could be used as an effective mucoadhesive carrier to enhance the activity of FVR against COVID-19."
"['Bioengineering', 'Biomaterials', 'Organic Chemistry', 'Polymers and Plastics']","Viscoelastic Analysis of Pectin Hydrogels Regenerated from Citrus Pomelo Waste by Gelling Effects of Calcium Ion Crosslinking at Different pHs  2022 by the authors.Pectin was extracted from citrus pomelo waste, and the effects of calcium ions (Ca2+) on the gelation and hydrogels properties were investigated over a pH range of 3.2–8 by using viscoelastic analysis. The gelatinization of Ca2+-pectin was examined at concentrations of 0.9, 1.8, 2.4, and 3.6 M of Ca2+ in aqueous pectin solutions of 1%, 2%, 3%, and 4%. The gel transition of Ca2+-pectin solution to hydrogels was determined by measuring the storage modulus (G’) and loss modulus (G”) under mechanical strain from 0.01 to 100%. In a hydrogel of 3% pectin at Ca2+ = 2.4 M, as pH increased to 7, the G’ at 0.01 strain % was 3 × 104 Pa, and 3 × 103 Pa at pH 5, indicating that the crosslinking weakened at acidic pH. Due to the crosslinking between the calcium ions and the ionized carboxylic acid groups of pectin, the resulting hydrogel became stiff. When the mechanical strain % was in the range of 0.01–1%, G’ was unchanged and G” was an order of magnitude smaller than G’, indicating that the mechanical stress was relieved by the gel. In the range of 1–100%, the gel deformation progressed and both the moduli values were dropped. Collapse from the gel state to the solution state occurred at 1–10 strain %, but the softer hydrogels with G’ of 103 Pa had a larger strain % than the stiffer hydrogels with G’ of 104 Pa."
"['Microbiology', 'Biochemistry', 'Pharmacology, Toxicology and Pharmaceutics (all)', 'Microbiology (medical)', 'Infectious Diseases', 'Pharmacology (medical)']","Molecular Epidemiology of Antimicrobial Resistance and Virulence Profiles of Escherichia coli, Salmonella spp., and Vibrio spp. Isolated from Coastal Seawater for Aquaculture  2022 by the authors.The occurrence of waterborne antimicrobial-resistant (AMR) bacteria in areas of high-density oyster cultivation is an ongoing environmental and public health threat given the popularity of shellfish consumption, water-related human recreation throughout coastal Thailand, and the geographical expansion of Thailand’s shellfish industry. This study characterized the association of phenotypic and genotypic AMR, including extended-spectrum β-lactamase (ESBL) production, and virulence genes isolated from waterborne Escherichia coli (E. coli) (n = 84), Salmonella enterica (S. enterica) subsp. enterica (n = 12), Vibrio parahaemolyticus (V. parahaemolyticus) (n = 249), and Vibrio cholerae (V. cholerae) (n = 39) from Thailand’s coastal aquaculture regions. All Salmonella (100.0%) and half of V. cholerae (51.3%) isolates harbored their unique virulence gene, invA and ompW, respectively. The majority of isolates of V. parahaemolyticus and E. coli, ~25% of S. enterica subsp. enterica, and ~12% of V. cholerae, exhibited phenotypic AMR to multiple antimicrobials, with 8.9% of all coastal water isolates exhibiting multidrug resistance (MDR). Taken together, we recommend that coastal water quality surveillance programs include monitoring for bacterial AMR for food safety and recreational water exposure to water for Thailand’s coastal water resources."
"['Ecology, Evolution, Behavior and Systematics', 'Biochemistry, Genetics and Molecular Biology (all)', 'Space and Planetary Science', 'Paleontology']","Telerehabilitation in Older Thai Community-Dwelling Adults  2022 by the authors.To investigate the impact on physical performance and walking abilities associated with fall risk and disability in the senior population, we created a telerehabilitation system. This is a multi-site, community setting, pre–post experimental study. We recruited participants from four rural areas in Thailand. All participants received eight weeks of tele-exercise, three sessions per week, via the telerehabilitation system. After the intervention, all participants underwent the Short Physical Performance Battery (SPPB), Timed Up and Go (TUG) test, and the six-minute walk test (6MWT) using a wearable sensor system. A total of 123 participants participated in the study and 2 participants dropped out while conducting the study, thus 121 participants were included in the analysis. In comparison to the baseline, we discovered a considerable improvement in the SPPB score (0.65 ± 0.22, p < 0.001), TUG (−1.70 ± 0.86, p < 0.001), and 6MWT (10.23 ± 7.33, p = 0.007). Our study demonstrates the benefits of telerehabilitation on SPPB, TUG, and 6MWT related to disabilities and fall risk. This telerehabilitation technology demonstrated its viability in the community environment and demonstrated its capacity to offer fundamental components of remote rehabilitation services within the healthcare system."
['Multidisciplinary'],"Insecticidal activities of long pepper (Piper retrofractum Vahl) fruit extracts against seed beetles (Callosobruchus maculatus Fabricius, Callosobruchus chinensis Linnaeus, and Sitophilus zeamais Motschulsky) and their effects on seed germination  2022 The Author(s)Bruchid beetles (Callosobruchus maculatus and Callosobruchus chinensis), and maize weevil (Sitophilus zeamais) are important insect pests during the postharvest period. Botanical insecticide is an alternative solution for controlling these insects, and long pepper (Piper retrofractum) has been reported as having insecticidal potential against general insect pests. Film seed coatings with various concentrations of hexane extracts were made for mung bean (Vigna radiata) and corn (Zea mays) seeds. Insecticidal activities of these treatments were assessed at before and after storage period of six months, and seed germination was also evaluated. The hexane extract was subjected to analysis of the bioactive components by using Gas Chromatography-Mass Spectrometry (GC-MS). Results revealed that the hexane extract presented extreme toxicity to both bruchid beetles higher compared to maize weevil at 24 h with LC50 values of 5.57–6.75 and 58.04 μg⋅cm−2, respectively. Bruchid beetles presented significant response to ethanol, acetone and hexane extracts, whereas maize weevil showed relatively low responsibility. Film seed coating with hexane extract at 1% and 3% concentrations with six-month storage presented high insecticidal activity against bruchid beetles by more than 88% mortality but had low kill rates against maize weevil. The coated mung bean seeds presented non-seed germination effect, whereas high effect was observed on coated corn. Isolation of bioactive components demonstrated that there were 74 compounds, where pentadecane was the main compound. Film seed coating technology for mung bean seed preservation by using 1% hexane extract from long pepper fruit presented to be an extremely effective method to control bruchid beetles without any seed germination effect. It could serve as one of the green insecticides of the future."
['Veterinary (all)'],"Effect of lameness on daily milk yield in dairy cow  2022 Chulalongkorn University Printing House. All rights reserved.Being aware of the impact of lameness on milk production is necessary to encourage farmers to pay more attention to this issue. Therefore, we need evidence that presents the production loss due to lameness. This can be applied to make the farmers realize the importance of lameness. This study aims to examine the impact of lameness on daily milk yield based on data obtained from cow level in a large dairy farm with 2 units in Thailand. The crossbred Holstein Friesian cows were evaluated for the degree of lameness by locomotion score (LS) monthly for 8 consecutive months. Cows were separated into non-lameness (LS1), subclinical lameness (LS2-3) and clinical lameness (LS4-5). The cows' data which included lactation number, days in milk, lameness, mastitis, metritis, other medical records and milk production in kg/day/cow was collected by Dairy Champ software. The data analysis was performed by univariable analysis at P<0.1 without correlation with other variables more than 30% and multivariable analysis was performed simultaneously. Variables associated with daily milk yield were examined for interaction at P<0.05. The predictability of the equation was examined. 305 days of milk production was simulated by using Monte-Carlo technique. The 856 data sets from 184 cows were recorded for daily milk yield and LS. The non-lameness, subclinical and clinical lameness groups were 49.6, 43.7 and 6.7%, respectively. The average of 305 days milk yield of the non-lameness group in unit 1 and 2 was 6,426.9 ± 1,544.8 and 4,651.6 ± 1,420.1 kg, respectively. The simulation data showed a decrease in 305 days of milk yield (1,266.2 ± 467.5 kg) in cows where lameness occurred throughout the 1st lactation when compared with a healthy cow. The clinical and subclinical lameness in the first three months of the lactation period reduced the daily milk yield by 1.2 ± 0.5 and 0.2 ± 0.6 kg, respectively. In addition, the occurrence of clinical and subclinical lameness with clinical mastitis reduced the daily milk yield by 1.6 ± 0.9 and 0.5 ± 1.0 kg, respectively. This study showed evidence of milk loss caused by lameness. This can motivate farmers to take action on lameness and preventive measures should be planned to reduce the production loss in the farm."
['Multidisciplinary'],"Distribution, cholesterol-lowering and immunomodulation effects of lactic acid bacteria from fermented mussel (Hoi-dong)  2022 The Author(s)Forty-eight lactic acid bacteria (LAB) isolated from fermented mussels in Thailand were evaluated for their probiotic properties, bile salt hydrolase (BSH), cholesterol assimilation and immunomodulatory effects. They were identified as Companilactobacillus formosensis (Group I, 10 isolates), Lentilactobacillus buchneri (Group II, 8 isolates), Lactiplantibacillus plantarum subsp. plantarum (Group III, 16 isolates), Lacticaseibacillus rhamnosus (Group IV, 1 isolate), Pediococcus pentosaceus (Group V, 5 isolates) and P. acidilactici (Group V, 1 isolate), Enterococcus thailandicus (Group VI, 2 isolates), En. hirae (Group VII, 1 isolate), En. durans (Group VI, 1 isolate), Lactococcus lactis subsp. lactis (Group VII, 1 isolate), Lc. lactis subsp. hordinae (Group VII, 1 isolate), and Leuconostoc lactis (Group VIII, 1 isolate), based on their phenotypic and genetic characteristics. Seven isolates, L. plantarum subsp. plantarum LM6-1, LM6-2, LM7-2-2B, LM12-1, LM14-1, LM15-1P and LM15-2 expressed bile salt hydrolase activity. All isolates assimilated cholesterol ranging from 20.73 to 79.40%. BSH-producing isolates were tolerant to acidic and bile conditions and showed the adhesion ability to Caco-2 cells. The BSH-producing and selected isolates showed the immunomodulatory effects to stimulate interleukin-12 (IL-12), interferon-gamma (IFN-γ), human beta defensin-2 (hBD-2) and nitric oxide (NO) production at various levels. Therefore, these results indicated that the isolates meet the standard probiotic criteria and beneficial effects."
"['Ecology, Evolution, Behavior and Systematics', 'Ecology', 'Plant Science']","Guava (Psidium guajava L.) Leaf Extract as Bioactive Substances for Anti-Androgen and Antioxidant Activities  2022 by the authors.Leaves of guava (Psidium guajava L.) have been used in Thai folk medicine without any supporting evidence as a traditional herbal remedy for hair loss. Androgenetic alopecia (AGA) is chronic hair loss caused by effects of androgens in those with a genetic predisposition, resulting in hair follicle miniaturization. Our objectives were to provide the mechanistic assessment of guava leaf extract on gene expressions related to the androgen pathway in well-known in vitro models, hair follicle dermal papilla cells (HFDPC), and human prostate cancer cells (DU-145), and to determine its bioactive constituents and antioxidant activities. LC-MS analysis demonstrated that the main components of the ethanolic extract of guava leaves are phenolic substances, specifically catechin, gallic acid, and quercetin, which contribute to its scavenging and metal chelating abilities. The guava leaf extract substantially downregulated SRD5A1, SRD5A2, and SRD5A3 genes in the DU-145 model, suggesting that the extract could minimize hair loss by inhibiting the synthesis of a potent androgen (dihydrotestosterone). SRD5A suppression by gallic acid and quercetin was verified. Our study reveals new perspectives on guava leaf extract’s anti-androgen properties. This extract could be developed as alternative products or therapeutic adjuvants for the treatment of AGA and other androgen-related disorders."
